અ,00:00:02.605,00:00:02.982,હ
આ,00:00:03.080,00:00:03.469,હા
ઇ,00:00:03.555,00:00:03.919,એ
ઈ,00:00:04.030,00:00:04.377,એક
ઉ,00:00:04.542,00:00:04.946,એ
ઊ,00:00:05.052,00:00:05.418,એ
ઋ,00:00:05.669,00:00:06.035,ત્રું
ઍ,00:00:06.139,00:00:06.514,એ
ઐ,00:00:06.631,00:00:06.994,અ
ઑ,00:00:07.088,00:00:07.491,હ
ઔ,00:00:07.626,00:00:08.001,આવ
અં,00:00:08.093,00:00:08.382,અમ
અઃ,00:00:08.389,00:00:08.856,અહા
ક,00:00:09.582,00:00:09.998,તો
ખ,00:00:10.087,00:00:10.490,ખા
ગ,00:00:10.586,00:00:10.977,ગ
ઘ,00:00:11.150,00:00:11.520,ક
ચ,00:00:11.754,00:00:12.110,ચ
જ,00:00:12.234,00:00:12.669,જઓ
ઝ,00:00:13.051,00:00:13.491,જઓ
ટ,00:00:13.627,00:00:13.974,તો
ઠ,00:00:14.106,00:00:14.477,ઠ
ઢ,00:00:14.619,00:00:14.970,તો
ણ,00:00:15.068,00:00:15.462,પણળ
ત,00:00:15.660,00:00:16.010,તો
થ,00:00:16.155,00:00:16.601,થ
દ,00:00:16.705,00:00:17.110,દ
ધ,00:00:17.244,00:00:17.642,તો
ન,00:00:17.805,00:00:18.204,નવ
પ,00:00:18.392,00:00:18.767,બ
ફ,00:00:18.865,00:00:19.238,હા
બ,00:00:19.404,00:00:19.791,બ
ભ,00:00:19.964,00:00:20.341,તો
મ,00:00:20.568,00:00:20.943,ન
ય,00:00:21.193,00:00:21.579,
લ,00:00:22.415,00:00:22.844,હલો
ળ,00:00:23.252,00:00:23.661,હળ
વ,00:00:23.753,00:00:24.171,વા
શ,00:00:24.219,00:00:24.638,સ
ષ,00:00:24.694,00:00:25.108,છ
સ,00:00:25.193,00:00:25.593,સ
હ,00:00:25.918,00:00:26.312,અહા
એક,00:00:27.844,00:00:28.199,એક
ત્રણ,00:00:28.959,00:00:29.361,ત્રણ
ચાર,00:00:29.462,00:00:29.879,ચાર
પાંચ,00:00:30.095,00:00:30.490,પાંચ
સાત,00:00:30.891,00:00:31.329,સાત
બાર,00:00:31.439,00:00:31.886,બાર
પંદર,00:00:32.178,00:00:32.605,પંદર
ઓગણત્રીસ,00:00:33.040,00:00:33.637,ઓગણત્રીસ
અત્તર,00:00:34.393,00:00:35.025,સત
અંગ્રેજી,00:00:35.235,00:00:35.872,અંગ્રેજી
આગ્રહ,00:00:35.993,00:00:36.662,આગ્રહ
આનંદ,00:00:37.000,00:00:37.449,આનંદ
ઈંટ,00:00:37.743,00:00:38.197,એટ
ઉત્તમ,00:00:38.484,00:00:39.018,ઉત્તમ
ઓશીકું,00:00:39.157,00:00:39.804,અશખ
કંજૂસ,00:00:40.180,00:00:40.721,કશું જ
કુટુંબ,00:00:40.858,00:00:41.416,કુટુંબ
કેન્દ્ર,00:00:41.531,00:00:42.053,કેન્દ્ર
કોરુ,00:00:42.326,00:00:42.856,કર
ખોટું,00:00:43.114,00:00:43.614,ફોટું
ગન્દુ,00:00:43.789,00:00:44.323,બંધુ
ચપ્પુ,00:00:44.514,00:00:45.101,ચપું
ચણીયો,00:00:45.238,00:00:45.841,ચણ્યો
ચોખ્ખો,00:00:46.000,00:00:46.597,ચો્ખુ
જુદું,00:00:46.700,00:00:47.298,ચોધું
ઝભ્ભો,00:00:47.417,00:00:48.036,જપ
ટૂંકું,00:00:48.276,00:00:48.833,ટૂકુ
ડંખ,00:00:48.975,00:00:49.594,ડંક
ઝાંખુ,00:00:49.672,00:00:50.293,ચાખુ
ઢોર,00:00:50.525,00:00:51.108,સ્ટોર
તોછડું,00:00:51.374,00:00:52.034,તો ચઢ દું
દાંતિયો,00:00:52.368,00:00:52.955,ધાંત્યો
દ્રશ્ય,00:00:53.193,00:00:53.796,દશ્ય
ધન્યવાદ,00:00:54.050,00:00:54.708,ધન્યવાદ
નમ્ર,00:00:54.904,00:00:55.479,નમરો
નિવૃત્ત,00:00:55.630,00:00:56.254,નિવૃત્ત
પતંગિયું,00:00:56.372,00:00:57.020,અગત્યું
પત્ર,00:00:57.216,00:00:57.758,પત્ર
પથ્થર,00:00:57.986,00:00:58.585,પથર
પુસ્તકાલય,00:00:58.669,00:00:59.457,પુસ્તકાલય
પૈસા,00:00:59.572,00:01:00.086,પૈસા
પ્રગતિ,00:01:00.198,00:01:00.865,પ્રગતિ
ફક્ત,00:01:01.004,00:01:01.515,ફક્ત
બત્તી,00:01:01.731,00:01:02.323,બત્તી
બુદ્ધિ,00:01:02.371,00:01:03.039,બુદ્ધિ
ભીંત,00:01:03.218,00:01:03.701,પદ
S1,00:01:41.786,00:01:50.476,ધીરુભાઈ અંબાણી એક અગ્રણી ભારતીય ઉદ્યોગપતિ હતા જેમણે રિલાયન્સ ઇન્ડસ્ટ્રીની સ્થાપના કરી ભારતના આધુનિક બિઝનેસમેન આકાર આપ્યો
S2,00:01:50.810,00:01:59.986,ઢોકળા થેપલા ઊંધિયું જેવી વાનગીઓ દર્શાવતી ગુજરાતી વાનગીઓ સ્વાદિષ્ટ અનેલા મસાલાદાર મિશ્રણ માટે પ્રખ્યાત છે
S3,00:02:00.138,00:02:12.231,ભારતીય રાષ્ટ્રપિતા તરીકે આદરણીય મહાત્મા ગાંધી ભારતની સ્વતંત્રતાની લડતા મુખ્ય વ્યક્તિ હતા અને તેઓ સામાજિક અને રાજકીય પરિવર્તન માટે એક શક્તિશાળ બળ હતા
S4,00:02:12.535,00:02:26.329,ટેકનોલોજીએ ઉદ્યોગપતા ગતા કાર્યક્ષમતા અનેૈ વૈશ્વિક કનેક્ટિવિટી વધારીને ઉદ્યોગોનું પરિવર્તન કરીને અને નવા રોજગાર બજારોનું સર્જન કરીને અર્થતંત્રમાં ક્રાંતિ લાવે છે
S5,00:02:26.299,00:02:34.958,કાલ્પનિક નવલકથાઓ વાચકોને કાલ્પનિક વિશ્વમાં પરિવહન કરે છે જે માનવ અનુભવમાં ગહન આંતરદ્રષ્ટિ પ્રદાન કરે છે
Paragraph,00:02:35.323,00:04:34.975,ગરબા ગુજરાતનું લોકનૃત્ય છે તે નવરાત્રીનો એક અભિગ્ન ભાગ છે જે આસો મહિનાની શુદ એકમથી શુદ નવમી સુધી ચાલે છે ગુજરાત ગરબા તેના જીવન સંગીત રંગબેરંગી વસ્ત્રો અને તાલમમય નૃત્ય માટે ઓળખાય છે સામાન્ય રીતે ગોળાકાર રચનાઓમાં ગરબા રમાડવામાં આવે છે ખલૈયાઓ તાળીઓ અથવા દાંડિયાની નૃત્ય અને તાલ આપે છે ગરબાનું સૌથી મનમોહક પાછું એ તેના રંગબેરંગી અને આલકૃત પોશાક છે સ્ત્રીઓ પરંપરાગત રીતે ચણઓ ચોલી પહેરે છે જે આ આકર્ષક રંગો અને ભાતીગળથી સજાવેલ હોય છે પુરુષો ઘણીવાર કેીરડીઓ અથવા કુર્તા પહેરે છે અને પાઘડી સાથે તેમના દેખાવને પૂર્ણ કરે છે આ પરંપરાગત પોશાક નૃત્યમાં ભવ્યતામાં વધારો કરે છે અને ઉજવણીનું વાતાવરણ બનાવે છે ગરબાનું સંગીત પણ એટલું જ મોહક છે જેમાં લોકો ધૂન અને સમનકાલીન તાલનું મિશ્રણ હોય છે ગીતો ઘણીવાર હિન્દુ દેવતાઓને સમર્પિત હોય છે જેમ કે દેવી દુર્ગા અથવા પ્રેમ ભક્તિ અને ઉજવણી જેવા વિષયો દર્શાવે છે ઢોલના લય બંધ ધબકારા અને વાસણી હાર્મોનિયમ અને અન્ય વાદનોના મધુર અવાજો ખેલૈયાઓને આનંદ અને ઉત્સાહ સાથે નૃત્ય કરવા માટે પ્રોત્સાહિત કરે છે ગરબા ભાગ લેવા એ માત્ર નૃત્ય જ નથી તે એક સાંસ્કૃતિક ભવ્યતિક પણ છે જે સામુદાયની ભાવનાઓ અને એકતાઓને પ્રોત્સાહન આપે છે તમામ ઉંમરના લોકો નવરાતિ દરમિયાન જાતિ સંપ્રદાય અને સામાજિક દર્્જાના અવસ અવરોધો ભૂલીને ગરબા કરવા માટે એક સાથે આવે છે આ એવો સમય છે જ્યારે વ્યક્તિઓને તેમના મૂળ સાથે જોડાય છે તેમના સાંસ્કૃતિક વારસાઓની ઉજવણી કરે છે અને સંગીત અને નૃત્યની આનંદી ભવ્યતિ દ્વારા મિત્રતા અને સહાનુભૂતિ બંધનનું નિર્માણ કરે છે ડિસેમ્બર બે હજાર ત્રેવીસમાં યુનેસ્કોએ ગરબાને અમૃત સાંસ્કૃતિક વારસાઓને ટેગ સાથે માન્યતા આપી છે આ રીતે ગરબા માત્ર ગુજરાતમાં જ નહીં પરંતુ સમગ્ર ભારતમાં અને વિશ્વભરમાં સમમુદાયોમાં પણ જ્યાં તહેવાર ઉજવવામાં આવે છે ત્યાં લોકોનું હૃદયમાં વિશેષ સ્થાન ધરાવે છે
